Indiana,Downwind,Covered,North,1.5,49,21
Indiana,Downwind,Covered,North,1.5,51,21
Indiana,Downwind,Covered,North,1.5,53,21
Indiana,Downwind,Covered,North,1.5,42,21
Indiana,Downwind,Covered,North,1.5,39,21
Indiana,Downwind,Covered,North,1.5,42,21
Indiana,Downwind,Covered,North,1.5,49,21
Indiana,Downwind,Covered,North,1.5,48,21
Indiana,Downwind,Covered,North,1.5,52,21
Indiana,Downwind,Covered,North,1.5,47,21
Indiana,Downwind,Covered,North,3,53,21
Indiana,Downwind,Covered,North,3,49,21
Indiana,Downwind,Covered,North,3,44,21
Indiana,Downwind,Covered,North,3,48,21
Indiana,Downwind,Covered,North,3,43,21
Indiana,Downwind,Covered,North,3,54,21
Indiana,Downwind,Covered,North,3,49,21
Indiana,Downwind,Covered,North,3,46,21
Indiana,Downwind,Covered,North,3,46,21
Indiana,Downwind,Covered,North,3,50,21
Indiana,Downwind,Covered,North,4.6,44,21
Indiana,Downwind,Covered,North,4.6,42,21
Indiana,Downwind,Covered,North,4.6,53,21
Indiana,Downwind,Covered,North,4.6,52,21
Indiana,Downwind,Covered,North,4.6,46,21
Indiana,Downwind,Covered,North,4.6,49,21
Indiana,Downwind,Covered,North,4.6,48,21
Indiana,Downwind,Covered,North,4.6,59,21
Indiana,Downwind,Covered,North,4.6,58,21
Indiana,Downwind,Covered,North,4.6,49,21
Indiana,Downwind,Covered,North,6.1,53,21
Indiana,Downwind,Covered,North,6.1,46,21
Indiana,Downwind,Covered,North,6.1,50,21
Indiana,Downwind,Covered,North,6.1,53,21
Indiana,Downwind,Covered,North,6.1,51,21
Indiana,Downwind,Covered,North,6.1,52,21
Indiana,Downwind,Covered,North,6.1,48,21
Indiana,Downwind,Covered,North,6.1,45,21
Indiana,Downwind,Covered,North,6.1,47,21
Indiana,Downwind,Covered,North,6.1,50,21
Indiana,Downwind,Covered,North,7.6,45,21
Indiana,Downwind,Covered,North,7.6,43,21
Indiana,Downwind,Covered,North,7.6,51,21
Indiana,Downwind,Covered,North,7.6,51,21
Indiana,Downwind,Covered,North,7.6,52,21
Indiana,Downwind,Covered,North,7.6,48,21
Indiana,Downwind,Covered,North,7.6,55,21
Indiana,Downwind,Covered,North,7.6,48,21
Indiana,Downwind,Covered,North,7.6,47,21
Indiana,Downwind,Covered,North,7.6,45,21
Indiana,Downwind,Covered,North,9.1,55,21
Indiana,Downwind,Covered,North,9.1,54,21
Indiana,Downwind,Covered,North,9.1,52,21
Indiana,Downwind,Covered,North,9.1,52,21
Indiana,Downwind,Covered,North,9.1,51,21
Indiana,Downwind,Covered,North,9.1,48,21
Indiana,Downwind,Covered,North,9.1,51,21
Indiana,Downwind,Covered,North,9.1,52,21
Indiana,Downwind,Covered,North,9.1,45,21
Indiana,Downwind,Covered,North,9.1,50,21
Indiana,Downwind,Covered,North,10.7,49,21
Indiana,Downwind,Covered,North,10.7,43,21
Indiana,Downwind,Covered,North,10.7,42,21
Indiana,Downwind,Covered,North,10.7,43,21
Indiana,Downwind,Covered,North,10.7,44,21
Indiana,Downwind,Covered,North,10.7,53,21
Indiana,Downwind,Covered,North,10.7,41,21
Indiana,Downwind,Covered,North,10.7,36,21
Indiana,Downwind,Covered,North,10.7,42,21
Indiana,Downwind,Covered,North,10.7,38,21
Indiana,Downwind,Covered,North,12.2,45,21
Indiana,Downwind,Covered,North,12.2,46,21
Indiana,Downwind,Covered,North,12.2,53,21
Indiana,Downwind,Covered,North,12.2,48,21
Indiana,Downwind,Covered,North,12.2,51,21
Indiana,Downwind,Covered,North,12.2,49,21
Indiana,Downwind,Covered,North,12.2,47,21
Indiana,Downwind,Covered,North,12.2,45,21
Indiana,Downwind,Covered,North,12.2,50,21
Indiana,Downwind,Covered,North,12.2,50,21
Indiana,Downwind,Covered,North,13.7,47,21
Indiana,Downwind,Covered,North,13.7,50,21
Indiana,Downwind,Covered,North,13.7,48,21
Indiana,Downwind,Covered,North,13.7,50,21
Indiana,Downwind,Covered,North,13.7,46,21
Indiana,Downwind,Covered,North,13.7,51,21
Indiana,Downwind,Covered,North,13.7,46,21
Indiana,Downwind,Covered,North,13.7,55,21
Indiana,Downwind,Covered,North,13.7,51,21
Indiana,Downwind,Covered,North,13.7,48,21
Indiana,Downwind,Covered,Middle,1.5,53,21
Indiana,Downwind,Covered,Middle,1.5,59,21
Indiana,Downwind,Covered,Middle,1.5,54,21
Indiana,Downwind,Covered,Middle,1.5,60,21
Indiana,Downwind,Covered,Middle,1.5,54,21
Indiana,Downwind,Covered,Middle,1.5,60,21
Indiana,Downwind,Covered,Middle,1.5,59,21
Indiana,Downwind,Covered,Middle,1.5,55,21
Indiana,Downwind,Covered,Middle,1.5,58,21
Indiana,Downwind,Covered,Middle,1.5,55,21
Indiana,Downwind,Covered,Middle,3,58,21
Indiana,Downwind,Covered,Middle,3,58,21
Indiana,Downwind,Covered,Middle,3,56,21
Indiana,Downwind,Covered,Middle,3,58,21
Indiana,Downwind,Covered,Middle,3,55,21
Indiana,Downwind,Covered,Middle,3,54,21
Indiana,Downwind,Covered,Middle,3,50,21
Indiana,Downwind,Covered,Middle,3,58,21
Indiana,Downwind,Covered,Middle,3,57,21
Indiana,Downwind,Covered,Middle,3,51,21
Indiana,Downwind,Covered,Middle,4.6,57,21
Indiana,Downwind,Covered,Middle,4.6,53,21
Indiana,Downwind,Covered,Middle,4.6,50,21
Indiana,Downwind,Covered,Middle,4.6,54,21
Indiana,Downwind,Covered,Middle,4.6,55,21
Indiana,Downwind,Covered,Middle,4.6,55,21
Indiana,Downwind,Covered,Middle,4.6,57,21
Indiana,Downwind,Covered,Middle,4.6,52,21
Indiana,Downwind,Covered,Middle,4.6,55,21
Indiana,Downwind,Covered,Middle,4.6,52,21
Indiana,Downwind,Covered,Middle,6.1,52,21
Indiana,Downwind,Covered,Middle,6.1,58,21
Indiana,Downwind,Covered,Middle,6.1,56,21
Indiana,Downwind,Covered,Middle,6.1,55,21
Indiana,Downwind,Covered,Middle,6.1,55,21
Indiana,Downwind,Covered,Middle,6.1,60,21
Indiana,Downwind,Covered,Middle,6.1,60,21
Indiana,Downwind,Covered,Middle,6.1,56,21
Indiana,Downwind,Covered,Middle,6.1,56,21
Indiana,Downwind,Covered,Middle,6.1,61,21
Indiana,Downwind,Covered,Middle,7.6,50,21
Indiana,Downwind,Covered,Middle,7.6,52,21
Indiana,Downwind,Covered,Middle,7.6,54,21
Indiana,Downwind,Covered,Middle,7.6,54,21
Indiana,Downwind,Covered,Middle,7.6,56,21
Indiana,Downwind,Covered,Middle,7.6,59,21
Indiana,Downwind,Covered,Middle,7.6,53,21
Indiana,Downwind,Covered,Middle,7.6,57,21
Indiana,Downwind,Covered,Middle,7.6,51,21
Indiana,Downwind,Covered,Middle,7.6,49,21
Indiana,Downwind,Covered,Middle,9.1,51,21
Indiana,Downwind,Covered,Middle,9.1,48,21
Indiana,Downwind,Covered,Middle,9.1,48,21
Indiana,Downwind,Covered,Middle,9.1,44,21
Indiana,Downwind,Covered,Middle,9.1,50,21
Indiana,Downwind,Covered,Middle,9.1,50,21
Indiana,Downwind,Covered,Middle,9.1,57,21
Indiana,Downwind,Covered,Middle,9.1,53,21
Indiana,Downwind,Covered,Middle,9.1,50,21
Indiana,Downwind,Covered,Middle,9.1,46,21
Indiana,Downwind,Covered,Middle,10.7,49,21
Indiana,Downwind,Covered,Middle,10.7,47,21
Indiana,Downwind,Covered,Middle,10.7,49,21
Indiana,Downwind,Covered,Middle,10.7,52,21
Indiana,Downwind,Covered,Middle,10.7,51,21
Indiana,Downwind,Covered,Middle,10.7,53,21
Indiana,Downwind,Covered,Middle,10.7,49,21
Indiana,Downwind,Covered,Middle,10.7,52,21
Indiana,Downwind,Covered,Middle,10.7,50,21
Indiana,Downwind,Covered,Middle,10.7,51,21
Indiana,Downwind,Covered,Middle,12.2,45,21
Indiana,Downwind,Covered,Middle,12.2,46,21
Indiana,Downwind,Covered,Middle,12.2,44,21
Indiana,Downwind,Covered,Middle,12.2,44,21
Indiana,Downwind,Covered,Middle,12.2,45,21
Indiana,Downwind,Covered,Middle,12.2,43,21
Indiana,Downwind,Covered,Middle,12.2,42,21
Indiana,Downwind,Covered,Middle,12.2,50,21
Indiana,Downwind,Covered,Middle,12.2,52,21
Indiana,Downwind,Covered,Middle,12.2,52,21
Indiana,Downwind,Covered,Middle,13.7,56,21
Indiana,Downwind,Covered,Middle,13.7,56,21
Indiana,Downwind,Covered,Middle,13.7,54,21
Indiana,Downwind,Covered,Middle,13.7,52,21
Indiana,Downwind,Covered,Middle,13.7,49,21
Indiana,Downwind,Covered,Middle,13.7,54,21
Indiana,Downwind,Covered,Middle,13.7,57,21
Indiana,Downwind,Covered,Middle,13.7,55,21
Indiana,Downwind,Covered,Middle,13.7,54,21
Indiana,Downwind,Covered,Middle,13.7,59,21
Indiana,Downwind,Covered,South,1.5,47,21
Indiana,Downwind,Covered,South,1.5,46,21
Indiana,Downwind,Covered,South,1.5,48,21
Indiana,Downwind,Covered,South,1.5,48,21
Indiana,Downwind,Covered,South,1.5,50,21
Indiana,Downwind,Covered,South,1.5,46,21
Indiana,Downwind,Covered,South,1.5,50,21
Indiana,Downwind,Covered,South,1.5,50,21
Indiana,Downwind,Covered,South,1.5,48,21
Indiana,Downwind,Covered,South,1.5,46,21
Indiana,Downwind,Covered,South,3,47,21
Indiana,Downwind,Covered,South,3,45,21
Indiana,Downwind,Covered,South,3,47,21
Indiana,Downwind,Covered,South,3,47,21
Indiana,Downwind,Covered,South,3,44,21
Indiana,Downwind,Covered,South,3,47,21
Indiana,Downwind,Covered,South,3,51,21
Indiana,Downwind,Covered,South,3,51,21
Indiana,Downwind,Covered,South,3,50,21
Indiana,Downwind,Covered,South,3,51,21
Indiana,Downwind,Covered,South,4.6,48,21
Indiana,Downwind,Covered,South,4.6,49,21
Indiana,Downwind,Covered,South,4.6,49,21
Indiana,Downwind,Covered,South,4.6,52,21
Indiana,Downwind,Covered,South,4.6,47,21
Indiana,Downwind,Covered,South,4.6,51,21
Indiana,Downwind,Covered,South,4.6,53,21
Indiana,Downwind,Covered,South,4.6,51,21
Indiana,Downwind,Covered,South,4.6,54,21
Indiana,Downwind,Covered,South,4.6,53,21
Indiana,Downwind,Covered,South,6.1,49,21
Indiana,Downwind,Covered,South,6.1,55,21
Indiana,Downwind,Covered,South,6.1,50,21
Indiana,Downwind,Covered,South,6.1,44,21
Indiana,Downwind,Covered,South,6.1,53,21
Indiana,Downwind,Covered,South,6.1,50,21
Indiana,Downwind,Covered,South,6.1,54,21
Indiana,Downwind,Covered,South,6.1,50,21
Indiana,Downwind,Covered,South,6.1,56,21
Indiana,Downwind,Covered,South,6.1,48,21
Indiana,Downwind,Covered,South,7.6,51,21
Indiana,Downwind,Covered,South,7.6,44,21
Indiana,Downwind,Covered,South,7.6,49,21
Indiana,Downwind,Covered,South,7.6,45,21
Indiana,Downwind,Covered,South,7.6,49,21
Indiana,Downwind,Covered,South,7.6,45,21
Indiana,Downwind,Covered,South,7.6,44,21
Indiana,Downwind,Covered,South,7.6,44,21
Indiana,Downwind,Covered,South,7.6,45,21
Indiana,Downwind,Covered,South,7.6,50,21
Indiana,Downwind,Covered,South,9.1,50,21
Indiana,Downwind,Covered,South,9.1,48,21
Indiana,Downwind,Covered,South,9.1,50,21
Indiana,Downwind,Covered,South,9.1,53,21
Indiana,Downwind,Covered,South,9.1,52,21
Indiana,Downwind,Covered,South,9.1,52,21
Indiana,Downwind,Covered,South,9.1,55,21
Indiana,Downwind,Covered,South,9.1,48,21
Indiana,Downwind,Covered,South,9.1,50,21
Indiana,Downwind,Covered,South,9.1,49,21
Indiana,Downwind,Covered,South,10.7,50,21
Indiana,Downwind,Covered,South,10.7,50,21
Indiana,Downwind,Covered,South,10.7,51,21
Indiana,Downwind,Covered,South,10.7,48,21
Indiana,Downwind,Covered,South,10.7,50,21
Indiana,Downwind,Covered,South,10.7,45,21
Indiana,Downwind,Covered,South,10.7,48,21
Indiana,Downwind,Covered,South,10.7,56,21
Indiana,Downwind,Covered,South,10.7,50,21
Indiana,Downwind,Covered,South,10.7,53,21
Indiana,Downwind,Covered,South,12.2,50,21
Indiana,Downwind,Covered,South,12.2,53,21
Indiana,Downwind,Covered,South,12.2,46,21
Indiana,Downwind,Covered,South,12.2,51,21
Indiana,Downwind,Covered,South,12.2,53,21
Indiana,Downwind,Covered,South,12.2,54,21
Indiana,Downwind,Covered,South,12.2,54,21
Indiana,Downwind,Covered,South,12.2,55,21
Indiana,Downwind,Covered,South,12.2,50,21
Indiana,Downwind,Covered,South,12.2,50,21
Indiana,Downwind,Covered,South,13.7,50,21
Indiana,Downwind,Covered,South,13.7,55,21
Indiana,Downwind,Covered,South,13.7,53,21
Indiana,Downwind,Covered,South,13.7,57,21
Indiana,Downwind,Covered,South,13.7,58,21
Indiana,Downwind,Covered,South,13.7,54,21
Indiana,Downwind,Covered,South,13.7,51,21
Indiana,Downwind,Covered,South,13.7,56,21
Indiana,Downwind,Covered,South,13.7,50,21
Indiana,Downwind,Covered,South,13.7,52,21
Indiana,Downwind,Non-covered,North,1.5,54,21
Indiana,Downwind,Non-covered,North,1.5,51,21
Indiana,Downwind,Non-covered,North,1.5,47,21
Indiana,Downwind,Non-covered,North,1.5,52,21
Indiana,Downwind,Non-covered,North,1.5,57,21
Indiana,Downwind,Non-covered,North,1.5,55,21
Indiana,Downwind,Non-covered,North,1.5,51,21
Indiana,Downwind,Non-covered,North,1.5,52,21
Indiana,Downwind,Non-covered,North,1.5,57,21
Indiana,Downwind,Non-covered,North,1.5,51,21
Indiana,Downwind,Non-covered,North,3,48,21
Indiana,Downwind,Non-covered,North,3,43,21
Indiana,Downwind,Non-covered,North,3,36,21
Indiana,Downwind,Non-covered,North,3,56,21
Indiana,Downwind,Non-covered,North,3,52,21
Indiana,Downwind,Non-covered,North,3,52,21
Indiana,Downwind,Non-covered,North,3,50,21
Indiana,Downwind,Non-covered,North,3,54,21
Indiana,Downwind,Non-covered,North,3,46,21
Indiana,Downwind,Non-covered,North,3,51,21
Indiana,Downwind,Non-covered,North,4.6,53,21
Indiana,Downwind,Non-covered,North,4.6,52,21
Indiana,Downwind,Non-covered,North,4.6,54,21
Indiana,Downwind,Non-covered,North,4.6,51,21
Indiana,Downwind,Non-covered,North,4.6,56,21
